Date,Open,High,Low,Close,Adj Close,Volume
11/26/2010,79.239998,79.269997,78.540001,78.540001,57.918144,2576700
11/29/2010,77.940002,78.470001,77.150002,78.260002,58.163391,4977600
11/30/2010,77.760002,78.730003,77.5,78.300003,58.193134,5558300
12/1/2010,79.139999,79.580002,79.099998,79.290001,58.928944,5323300
12/2/2010,79.470001,79.650002,79.220001,79.379997,58.995792,4994400
12/3/2010,79.309998,79.790001,79.050003,79.760002,59.278221,3611200
12/6/2010,79.690002,79.940002,79.400002,79.580002,59.144447,3113700
12/7/2010,79.959999,80.940002,79.900002,80.339996,59.70927,7729000
12/8/2010,78.830002,78.949997,78.120003,78.739998,58.520138,9359700
12/9/2010,79.199997,79.209999,77.449997,77.610001,57.680302,10593300
12/10/2010,77.650002,77.839996,77.32,77.559998,57.643143,5321100
12/13/2010,77.739998,77.760002,77.080002,77.110001,57.30872,6926500
12/14/2010,77.050003,77.370003,76.910004,77.110001,57.30872,6040400
12/15/2010,77.230003,77.449997,76.910004,76.980003,57.212082,6125800
12/16/2010,77.190002,77.190002,76.529999,76.709999,57.011436,6483700
12/17/2010,76.709999,76.959999,76.620003,76.809998,57.085762,8998800
12/20/2010,76.949997,77.059998,76.82,76.919998,57.167503,4759200
12/21/2010,77.139999,77.139999,76.510002,76.860001,57.122925,4286100
12/22/2010,77.040001,77.370003,76.910004,77.010002,57.23439,3518100
12/23/2010,77.010002,77.110001,76.760002,76.959999,57.19722,2862600
12/27/2010,76.730003,76.75,76.230003,76.43,56.803345,2612600
12/28/2010,76.440002,76.610001,75.940002,76.43,56.803345,2962900
12/29/2010,76.75,77.5,76.629997,76.989998,57.219524,3583900
12/30/2010,76.860001,77.050003,76.519997,76.760002,57.04858,2565000
12/31/2010,76.709999,76.860001,76.339996,76.760002,57.04858,2485100
1/3/2011,77.099998,77.589996,76.599998,76.599998,56.92968,8019700
1/4/2011,75.739998,75.910004,74.110001,74.309998,55.227726,36471600
1/5/2011,74.68,74.900002,74.309998,74.660004,55.487865,17904000
1/6/2011,74.900002,74.940002,74.080002,74.209999,55.153408,11717100
1/7/2011,74.349998,74.580002,73.589996,74.370003,55.272327,11271900
1/10/2011,74.25,74.459999,73.519997,73.559998,54.67033,11338600
1/11/2011,73.839996,74.489998,73.57,73.900002,54.923004,8658800
1/12/2011,74.370003,74.370003,73.459999,73.599998,54.700062,10378500
1/13/2011,73.440002,73.550003,72.459999,72.669998,54.008881,14512600
1/14/2011,72.400002,74.120003,72.139999,74.059998,55.041924,10570000
1/18/2011,74.650002,75.360001,74.309998,74.68,55.502708,11228500
1/19/2011,75.099998,75.440002,74.75,75.349998,56.000679,10696700
1/20/2011,75.389999,75.739998,74.68,75.160004,55.859463,8290300
1/21/2011,75.75,75.75,74.639999,75.010002,55.747986,9825900
1/24/2011,74.25,75.849998,74.150002,75.379997,56.022976,16395500
1/25/2011,75.540001,75.68,75,75.480003,56.097282,6959800
1/26/2011,75.589996,75.709999,75.150002,75.169998,55.866901,6669000
1/27/2011,75.43,75.449997,74.339996,74.349998,55.257469,7610900
1/28/2011,74.370003,74.730003,73.050003,73.279999,54.462231,9083500
1/31/2011,73.800003,73.980003,73.349998,73.669998,54.752068,6372400
2/1/2011,74.220001,74.260002,73.199997,73.470001,54.603455,8468900
2/2/2011,73.489998,73.760002,73.080002,73.639999,54.729771,5841900
2/3/2011,73.839996,74.269997,73.809998,73.830002,54.870998,11126100
2/4/2011,73.730003,74.5,73.639999,74.050003,55.034515,9699700
2/7/2011,74.129997,74.349998,73.300003,73.449997,54.588577,11618600
2/8/2011,74.370003,75.970001,74.199997,75.360001,56.00811,11855200
2/9/2011,75.5,75.989998,75.18,75.93,56.431732,5845000
2/10/2011,75.980003,76.32,75.529999,75.760002,56.305374,5437100
2/11/2011,75.800003,76.230003,75.510002,76.139999,56.587791,4597900
2/14/2011,76.07,76.449997,75.830002,76.239998,56.662128,4512800
2/15/2011,75.870003,76.339996,75.800003,76.150002,56.595245,3823000
2/16/2011,76.279999,76.339996,75.760002,76.019997,56.498611,4058200
2/17/2011,75.910004,76.129997,75.699997,75.980003,56.468884,4338400
2/18/2011,76.080002,76.32,75.370003,76.129997,56.580376,5446900
2/22/2011,75.949997,76.440002,75.519997,75.699997,56.260792,7034000
2/23/2011,75.970001,76.449997,74.589996,75.190002,55.88176,7034000
2/24/2011,74.980003,75.330002,74.550003,75.209999,55.89661,7297100
2/25/2011,74.900002,75.339996,74.419998,74.440002,55.776745,6499000
2/28/2011,74.510002,75.870003,74.510002,75.68,56.705841,11324600
3/1/2011,75.709999,75.910004,74.709999,74.889999,56.113903,9067200
3/2/2011,74.660004,74.800003,73.639999,74.690002,55.964046,7835300
3/3/2011,75.260002,76.629997,75.169998,76.239998,57.125431,7390100
3/4/2011,76.110001,76.599998,75.559998,76.029999,56.968109,5416400
3/7/2011,76.379997,77.239998,75.940002,76.290001,57.16293,7954100
3/8/2011,75.730003,76.050003,74.970001,75.540001,56.600948,8950300
3/9/2011,75.68,76,75.199997,75.779999,56.780781,5337800
3/10/2011,75.639999,77.25,75.290001,76.68,57.455147,8157900
3/11/2011,76.360001,77.040001,76,76.730003,57.492611,4448900
3/14/2011,76.099998,76.410004,75.459999,75.669998,56.69836,7988500
3/15/2011,74.5,75.669998,74.339996,75.120003,56.28624,6933600
3/16/2011,74.739998,74.75,73.169998,73.379997,54.982494,10583900
3/17/2011,74.129997,74.190002,73.120003,73.400002,54.997482,6126100
3/18/2011,73.480003,73.790001,72.889999,72.989998,54.690273,9184100
3/21/2011,73.5,74.230003,73.379997,73.760002,55.26722,5353700
3/22/2011,74,74.300003,73.529999,73.870003,55.349651,4498800
3/23/2011,73.75,74.650002,73.669998,74.529999,55.84417,5057900
3/24/2011,74.599998,75,74.489998,74.93,56.143879,4306800
3/25/2011,75,75.75,74.760002,75.25,56.383663,4652000
3/28/2011,75.550003,75.629997,75,75,56.196342,3081600
3/29/2011,74.870003,75.449997,74.870003,75.370003,56.473572,3008700
3/30/2011,75.5,76.040001,75.459999,75.809998,56.803257,3479500
3/31/2011,75.839996,76.449997,75.760002,76.089996,57.013031,4505700
4/1/2011,76.300003,76.5,75.870003,75.989998,56.938118,3889000
4/4/2011,76.309998,76.5,76.139999,76.389999,57.237839,3283100
4/5/2011,76.260002,76.739998,75.970001,76.599998,57.395184,4274100
4/6/2011,76.779999,76.910004,76.459999,76.720001,57.485123,5657400
4/7/2011,76.339996,76.739998,75.660004,76.010002,56.953114,5414400
4/8/2011,76.25,76.379997,75.779999,76.040001,56.975594,3693100
4/11/2011,76.160004,76.5,76,76.25,57.132931,3940500
4/12/2011,75.830002,76.959999,75.830002,76.660004,57.440166,4769000
4/13/2011,76.970001,77.459999,76.5,76.889999,57.61248,4862700
4/14/2011,76.720001,77.220001,76.449997,77.07,57.747356,3488700
4/15/2011,77.290001,77.540001,76.660004,77.379997,57.979637,4605700
4/18/2011,76.889999,77.360001,76.400002,77,57.694908,4937700
4/19/2011,76.879997,77,76.43,76.599998,57.395184,4810600
4/20/2011,77.18,78.410004,77.169998,78.400002,58.743896,7964800
4/21/2011,77.400002,77.690002,76.5,76.910004,57.627483,9424100
4/25/2011,77.150002,77.25,76.540001,77.129997,57.792313,3831600
4/26/2011,77.199997,77.339996,76.550003,76.940002,57.649944,4900000
4/27/2011,77.410004,77.959999,77.010002,77.870003,58.346775,5745100
4/28/2011,78,78.440002,77.519997,78.029999,58.46666,3991900
4/29/2011,78.040001,78.589996,77.769997,78.309998,58.67646,4500000
5/2/2011,78.400002,78.93,78.349998,78.639999,58.923733,4021700
5/3/2011,78.629997,79.089996,78.510002,78.940002,59.148506,4446300
5/4/2011,78.910004,79.309998,78.82,79.07,59.245911,5493400
5/5/2011,78.839996,79.18,78.199997,78.599998,58.893768,6407800
5/6/2011,78.830002,79.370003,78.650002,78.699997,58.968674,6076200
5/9/2011,79.459999,79.82,79.080002,79.309998,59.425755,6284700
5/10/2011,79.519997,79.849998,79.269997,79.709999,59.725452,4375800
5/11/2011,79.68,79.970001,79.169998,79.510002,59.5756,4304800
5/12/2011,79.300003,80.709999,79.110001,80.660004,60.437283,6400000
5/13/2011,80.589996,80.910004,80.379997,80.739998,60.497227,5220900
5/16/2011,80.440002,81.25,80.440002,81.139999,60.796955,6244100
5/17/2011,80.699997,81.290001,80.440002,80.93,60.639591,6471600
5/18/2011,80.900002,81.5,80.730003,81.5,61.066677,4373100
5/19/2011,81.599998,82.629997,81.370003,82.510002,61.82346,5909600
5/20/2011,82.790001,82.849998,81.989998,82.330002,61.688595,4790700
5/23/2011,81.529999,82.699997,81.489998,82.5,61.815998,6550800
5/24/2011,82.650002,83.080002,82.410004,82.639999,61.920876,6309900
5/25/2011,82.57,82.989998,82.510002,82.720001,61.980804,6589800
5/26/2011,82.870003,82.970001,82.199997,82.43,61.763519,7160900
5/27/2011,82.129997,82.199997,81.269997,81.620003,61.612556,5443300
5/31/2011,82.129997,82.25,81.279999,81.540001,61.552155,7161400
6/1/2011,81.470001,81.739998,80.980003,80.980003,61.129425,5700100
6/2/2011,80.949997,81.269997,80.459999,80.75,60.955795,4764400
6/3/2011,80.099998,80.949997,80.010002,80.540001,60.797291,5752100
6/6/2011,80.599998,81.470001,80.43,80.699997,60.918045,6132800
6/7/2011,81.050003,82.230003,80.959999,81.139999,61.250221,7248900
6/8/2011,80.18,81.5,80,81.150002,61.257736,7867600
6/9/2011,81.150002,81.610001,80.620003,81.260002,61.340786,4540200
6/10/2011,81.209999,81.379997,80.279999,80.360001,60.661423,5466200
6/13/2011,80.43,81.32,80.389999,80.730003,60.940712,4376000
6/14/2011,81.059998,81.849998,80.800003,81.470001,61.499298,5246300
6/15/2011,81.220001,81.889999,81.110001,81.239998,61.325687,5353600
6/16/2011,81.379997,81.93,80.900002,81.809998,61.75597,5258800
6/17/2011,82.220001,82.720001,81.849998,82.519997,62.291935,7279500
6/20/2011,82.32,82.970001,82.110001,82.690002,62.42025,4792800
6/21/2011,82.769997,83.07,82.489998,82.800003,62.503292,5818300
6/22/2011,82.849998,83.089996,82.480003,82.650002,62.390049,4543200
6/23/2011,82.059998,82.339996,81.400002,82.290001,62.118309,6677400
6/24/2011,82.290001,82.650002,81.720001,81.839996,61.778625,6467700
6/27/2011,81.510002,82.5,81.510002,82.32,62.140942,4528800
6/28/2011,82.459999,84.410004,82.419998,84.349998,63.673336,8545100
6/29/2011,84.410004,84.660004,84.099998,84.57,63.839409,7181000
6/30/2011,84.699997,84.910004,84.239998,84.32,63.650711,4968000
7/1/2011,84.160004,85.790001,84.150002,85.650002,64.654678,5829700
7/5/2011,85.410004,85.989998,85.330002,85.639999,64.647133,5093000
7/6/2011,85.639999,86.279999,85.300003,85.860001,64.813217,5810300
7/7/2011,86,86.290001,85.660004,86.059998,64.96418,6072300
7/8/2011,85.599998,85.900002,85.25,85.599998,64.616928,5200100
7/11/2011,85.32,85.860001,85.099998,85.349998,64.428207,5288300
7/12/2011,85.199997,86.050003,84.970001,84.989998,64.156448,5498200
7/13/2011,85.25,85.760002,84.809998,84.959999,64.133804,6545200
7/14/2011,86.019997,86.459999,85.559998,85.809998,64.775452,6764400
7/15/2011,85.879997,86.050003,84.919998,85.480003,64.526337,5892000
7/18/2011,85.480003,85.93,85.150002,85.400002,64.465958,5408100
7/19/2011,85.699997,86.260002,85.559998,86.209999,65.077408,4672200
7/20/2011,86.220001,86.580002,85.900002,86.269997,65.122688,4114100
7/21/2011,86.669998,87.040001,86.019997,86.540001,65.326508,6107200
7/22/2011,88.5,89.57,88.440002,88.559998,66.851364,11408600
7/25/2011,87.959999,89,87.779999,88.120003,66.519203,5346000
7/26/2011,88.059998,88.449997,87.830002,88.019997,66.443726,4729100
7/27/2011,87.919998,88.18,87.080002,87.089996,65.741692,6668100
7/28/2011,86.989998,87.769997,86.669998,86.779999,65.507668,4864300
7/29/2011,86.150002,86.849998,85.82,86.480003,65.281242,5707000
8/1/2011,87.489998,87.489998,85.599998,86.389999,65.21328,4400300
8/2/2011,86.040001,86.580002,85.029999,85.059998,64.209312,5604800
8/3/2011,85.110001,85.809998,85,85.540001,64.571663,7635100
8/4/2011,85.389999,86.459999,84.25,84.279999,63.620476,10708800
8/5/2011,84.709999,85.529999,82.75,85.080002,64.224419,12502600
8/8/2011,83.629997,84.940002,82.010002,82.110001,61.982418,14499500
8/9/2011,83.459999,86.029999,82.57,85.959999,64.888702,15364200
8/10/2011,84.93,85.459999,83.610001,84.080002,63.469524,13493400
8/11/2011,84.730003,86.970001,84.440002,86.279999,65.130241,11112100
8/12/2011,86.589996,86.940002,85.779999,86.5,65.296318,6531200
8/15/2011,86.82,86.870003,85.760002,86.82,65.53788,6470400
8/16/2011,86.449997,87.190002,85.68,86.669998,65.424652,5627300
8/17/2011,87.139999,87.510002,86.440002,87.5,66.051186,5407500
8/18/2011,86.559998,87.269997,84.68,85.610001,64.624481,11373500
8/19/2011,85.82,88.43,85.82,87.230003,65.847374,11686500
8/22/2011,88.209999,88.889999,87.330002,87.760002,66.247459,7087900
8/23/2011,87.760002,89.559998,87.75,89.529999,67.583572,6617100
8/24/2011,89.059998,90.150002,88.540001,90.129997,68.036491,8174400
8/25/2011,90.059998,90.459999,88.360001,88.709999,66.9646,8671900
8/26/2011,88.650002,90.489998,87.830002,89.93,67.885529,5958600
8/29/2011,90.599998,90.82,90.07,90.790001,68.534683,6261700
8/30/2011,90.239998,91.220001,90.099998,90.779999,68.990677,6311800
8/31/2011,91.059998,91.199997,90.019997,90.410004,68.709511,9168400
9/1/2011,90.269997,91.089996,90.029999,90.07,68.451126,5475400
9/2/2011,89.459999,89.93,89.010002,89.089996,67.706306,5250800
9/6/2011,87.419998,88.949997,87.07,88.82,67.501122,7198400
9/7/2011,89.480003,89.480003,88.620003,89.290001,67.858315,7065300
9/8/2011,89.160004,90,88.610001,88.610001,67.341553,7330000
9/9/2011,86.290001,86.459999,83.650002,85.029999,64.620796,18444800
9/12/2011,84.440002,86.199997,84.160004,86.190002,65.502373,8271000
9/13/2011,86.169998,86.300003,85.169998,86.120003,65.449226,6598700
9/14/2011,86.300003,87.790001,85.440002,86.75,65.928001,7666600
9/15/2011,87.550003,88.239998,87.370003,88.07,66.93116,6755100
9/16/2011,88.260002,88.760002,88.040001,88.290001,67.098358,7594500
9/19/2011,87.610001,89.220001,87.540001,88.809998,67.49353,6471600
9/20/2011,89.239998,90.559998,89,89.309998,67.87352,7942200
9/21/2011,89.260002,89.720001,87.480003,87.519997,66.513153,5777500
9/22/2011,85.839996,86.970001,85.099998,85.989998,65.350403,10785600
9/23/2011,86.099998,87.849998,85.75,87.370003,66.399178,7614900
9/26/2011,87.959999,89.470001,86.730003,89.339996,67.896332,7515500
9/27/2011,90.239998,91,89.400002,89.739998,68.200317,8043200
9/28/2011,89.739998,90.379997,87.980003,88.029999,66.900749,7027800
9/29/2011,89.449997,89.82,87.379997,88.779999,67.470741,8145900
9/30/2011,87.989998,90.169998,87.809998,87.82,66.741173,8776100
10/3/2011,87.43,87.779999,86,86.019997,65.373222,9185600
10/4/2011,85.059998,86.599998,83.739998,86.480003,65.722786,10700000
10/5/2011,86.669998,86.769997,84.900002,85.830002,65.228806,7730400
10/6/2011,86.449997,87.25,86.07,87.110001,66.201599,5861000
10/7/2011,87.290001,87.970001,86.589996,87.199997,66.269958,5509200
10/10/2011,88.050003,88.519997,87.610001,88.510002,67.265533,5136400
10/11/2011,88.830002,89.889999,88.669998,89.339996,67.896332,6868200
10/12/2011,89.830002,89.830002,88.029999,88.360001,67.151527,7847900
10/13/2011,88.389999,89.940002,88.279999,89.309998,67.87352,4990800
10/14/2011,89.980003,89.980003,89.139999,89.940002,68.352325,3702300
10/17/2011,89.410004,89.900002,88.510002,88.660004,67.379562,4321700
10/18/2011,88.949997,90,88.209999,89.639999,68.124306,4864000
10/19/2011,89.919998,90.629997,89.309998,89.620003,68.109138,5681700
10/20/2011,90,90.150002,88.379997,89.010002,67.645546,6969800
10/21/2011,91.220001,92.449997,91.089996,92.32,70.161064,12081700
10/24/2011,92.07,92.309998,91.400002,92.010002,69.925461,6653900
10/25/2011,91.860001,92.860001,91.449997,91.769997,69.743057,6465700
10/26/2011,92.379997,92.669998,90.870003,91.779999,69.750679,7046500
10/27/2011,93.309998,93.839996,92.010002,93.510002,71.06543,7004300
10/28/2011,93.489998,93.650002,92.489998,93.290001,70.898224,4942400
10/31/2011,92.779999,93.68,92.779999,92.849998,70.56385,4544600
11/1/2011,92.309998,93.389999,91.709999,91.910004,69.84948,6503500
11/2/2011,92.330002,92.830002,91.669998,92.529999,70.320656,5421700
11/3/2011,92.830002,93.150002,92.279999,93,70.677849,5245400
11/4/2011,92.839996,93.830002,92.300003,93.809998,71.293411,5612500
11/7/2011,93.919998,94.699997,93.220001,94.620003,71.909004,4646700
11/8/2011,94.959999,95.449997,93.839996,94.599998,71.893799,7195500
11/9/2011,93.410004,93.959999,92.349998,92.650002,70.411873,6666000
11/10/2011,93.279999,93.489998,92.589996,93.260002,70.875427,4189400
11/11/2011,93.93,94.949997,93.860001,94.760002,72.015396,4425500
11/14/2011,94.349998,94.800003,93.860001,94.059998,71.483414,3232200
11/15/2011,93.870003,94.910004,93.699997,94.470001,71.795029,5577300
11/16/2011,93.910004,94.330002,93.07,93.150002,70.791855,3915600
11/17/2011,93.139999,93.550003,91.720001,92.290001,70.13829,5435000
11/18/2011,92.559998,93,92.190002,92.739998,70.480247,4791500
11/21/2011,92.029999,92.620003,91.220001,92.279999,70.130676,5869400
11/22/2011,91.900002,93.139999,91.809998,92.650002,70.411873,4695700
11/23/2011,92.32,92.5,91.699997,91.870003,69.819084,4555800
11/25/2011,91.870003,92.449997,91.800003,92.099998,69.993866,2452400
11/28/2011,93.190002,93.989998,93.07,93.760002,71.255417,6101200
11/29/2011,93.540001,93.790001,93.110001,93.459999,71.561707,5648300
11/30/2011,94.849998,95.540001,94.639999,95.519997,73.13903,7683300
12/1/2011,95.440002,95.879997,95.220001,95.5,73.123741,4860300
12/2/2011,96.370003,96.470001,95.32,95.699997,73.276848,4023100
12/5/2011,96.419998,96.589996,95.080002,95.349998,73.008865,5906900
12/6/2011,95.470001,96.269997,94.82,96.010002,73.514221,5346500
12/7/2011,95.830002,96.650002,95.5,96.449997,73.85112,5137800
12/8/2011,97.029999,98.290001,96.720001,96.919998,74.210999,8123000
12/9/2011,97.669998,98.43,97.620003,98.029999,75.060944,5721200
12/12/2011,97.669998,98.529999,97.199997,98.480003,75.405479,5804900
